datetime_of_operation,alpha,temperature,mondrian,image_path,image_name,point_prediction,prediction_set,set_size,Nominal_prob,Defective_prob,nominal_description,defective_description
2025-11-20T13:19:18.293890,0.1,1.0,True,img_20,img_20,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_21,Defective: defective_13
2025-11-20T13:19:18.293890,0.1,1.0,True,img_21,img_21,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_22,img_22,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_21,Defective: defective_31
2025-11-20T13:19:18.293890,0.1,1.0,True,img_23,img_23,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_49,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_24,img_24,Defective,Defective,1,0.493,0.507,Nominal: nominal_15,Defective: defective_19
2025-11-20T13:19:18.293890,0.1,1.0,True,img_25,img_25,Nominal,Nominal,1,0.504,0.496,Nominal: nominal_24,Defective: defective_40
2025-11-20T13:19:18.293890,0.1,1.0,True,img_26,img_26,Nominal,Nominal,1,0.504,0.496,Nominal: nominal_35,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_27,img_27,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_37,Defective: defective_43
2025-11-20T13:19:18.293890,0.1,1.0,True,img_28,img_28,Nominal,Nominal,1,0.508,0.492,Nominal: nominal_34,Defective: defective_17
2025-11-20T13:19:18.293890,0.1,1.0,True,img_29,img_29,Defective,Defective,1,0.496,0.504,Nominal: nominal_40,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_30,img_30,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_14,Defective: defective_8
2025-11-20T13:19:18.293890,0.1,1.0,True,img_31,img_31,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_10,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_32,img_32,Nominal,Nominal,1,0.505,0.495,Nominal: nominal_32,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_33,img_33,Nominal,Nominal,1,0.513,0.487,Nominal: nominal_43,Defective: defective_21
2025-11-20T13:19:18.293890,0.1,1.0,True,img_34,img_34,Nominal,Nominal,1,0.514,0.486,Nominal: nominal_43,Defective: defective_21
2025-11-20T13:19:18.293890,0.1,1.0,True,img_35,img_35,Nominal,Nominal,1,0.505,0.495,Nominal: nominal_26,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_36,img_36,Nominal,Nominal,1,0.518,0.482,Nominal: nominal_26,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_37,img_37,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_18,Defective: defective_1
2025-11-20T13:19:18.293890,0.1,1.0,True,img_38,img_38,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_5,Defective: defective_46
2025-11-20T13:19:18.293890,0.1,1.0,True,img_39,img_39,Defective,Defective,1,0.493,0.507,Nominal: nominal_49,Defective: defective_5
2025-11-20T13:19:18.293890,0.1,1.0,True,img_40,img_40,Nominal,Nominal,1,0.505,0.495,Nominal: nominal_7,Defective: defective_43
2025-11-20T13:19:18.293890,0.1,1.0,True,img_41,img_41,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_42,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_42,img_42,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_16,Defective: defective_29
2025-11-20T13:19:18.293890,0.1,1.0,True,img_43,img_43,Defective,Defective,1,0.495,0.505,Nominal: nominal_44,Defective: defective_6
2025-11-20T13:19:18.293890,0.1,1.0,True,img_44,img_44,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_46,Defective: defective_43
2025-11-20T13:19:18.293890,0.1,1.0,True,img_45,img_45,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_2,Defective: defective_40
2025-11-20T13:19:18.293890,0.1,1.0,True,img_46,img_46,Nominal,Nominal,1,0.507,0.493,Nominal: nominal_21,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_47,img_47,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_48,img_48,Nominal,Nominal,1,0.532,0.468,Nominal: nominal_13,Defective: defective_21
2025-11-20T13:19:18.293890,0.1,1.0,True,img_49,img_49,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_27,Defective: defective_26
2025-11-20T13:19:18.293890,0.1,1.0,True,img_50,img_50,Nominal,Nominal,1,0.513,0.487,Nominal: nominal_0,Defective: defective_21
2025-11-20T13:19:18.293890,0.1,1.0,True,img_51,img_51,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_37,Defective: defective_29
2025-11-20T13:19:18.293890,0.1,1.0,True,img_52,img_52,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_3,Defective: defective_3
2025-11-20T13:19:18.293890,0.1,1.0,True,img_53,img_53,Nominal,Nominal,1,0.515,0.485,Nominal: nominal_13,Defective: defective_23
2025-11-20T13:19:18.293890,0.1,1.0,True,img_54,img_54,Defective,Defective,1,0.492,0.508,Nominal: nominal_3,Defective: defective_3
2025-11-20T13:19:18.293890,0.1,1.0,True,img_55,img_55,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_42,Defective: defective_9
2025-11-20T13:19:18.293890,0.1,1.0,True,img_56,img_56,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_7,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_57,img_57,Nominal,Nominal,1,0.512,0.488,Nominal: nominal_18,Defective: defective_1
2025-11-20T13:19:18.293890,0.1,1.0,True,img_58,img_58,Nominal,Nominal,1,0.505,0.495,Nominal: nominal_0,Defective: defective_37
2025-11-20T13:19:18.293890,0.1,1.0,True,img_59,img_59,Defective,Defective,1,0.493,0.507,Nominal: nominal_3,Defective: defective_3
2025-11-20T13:19:18.293890,0.1,1.0,True,img_60,img_60,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_23,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_61,img_61,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_32,Defective: defective_43
2025-11-20T13:19:18.293890,0.1,1.0,True,img_62,img_62,Defective,Defective,1,0.494,0.506,Nominal: nominal_41,Defective: defective_19
2025-11-20T13:19:18.293890,0.1,1.0,True,img_63,img_63,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_46,Defective: defective_29
2025-11-20T13:19:18.293890,0.1,1.0,True,img_64,img_64,Nominal,Nominal,1,0.508,0.492,Nominal: nominal_22,Defective: defective_8
2025-11-20T13:19:18.293890,0.1,1.0,True,img_65,img_65,Nominal,Nominal,1,0.508,0.492,Nominal: nominal_8,Defective: defective_15
2025-11-20T13:19:18.293890,0.1,1.0,True,img_66,img_66,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_4,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_67,img_67,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_68,img_68,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_37,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_69,img_69,Defective,Nominal|Defective,2,0.496,0.504,Nominal: nominal_32,Defective: defective_46
2025-11-20T13:19:18.293890,0.1,1.0,True,img_70,img_70,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_3,Defective: defective_24
2025-11-20T13:19:18.293890,0.1,1.0,True,img_71,img_71,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_72,img_72,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_49,Defective: defective_38
2025-11-20T13:19:18.293890,0.1,1.0,True,img_73,img_73,Nominal,Nominal,1,0.509,0.491,Nominal: nominal_45,Defective: defective_10
2025-11-20T13:19:18.293890,0.1,1.0,True,img_74,img_74,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_22,Defective: defective_32
2025-11-20T13:19:18.293890,0.1,1.0,True,img_75,img_75,Nominal,Nominal,1,0.507,0.493,Nominal: nominal_21,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_76,img_76,Nominal,Nominal,1,0.511,0.489,Nominal: nominal_40,Defective: defective_8
2025-11-20T13:19:18.293890,0.1,1.0,True,img_77,img_77,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_28,Defective: defective_8
2025-11-20T13:19:18.293890,0.1,1.0,True,img_78,img_78,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_16,Defective: defective_26
2025-11-20T13:19:18.293890,0.1,1.0,True,img_79,img_79,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_21,Defective: defective_13
2025-11-20T13:19:18.293890,0.1,1.0,True,img_80,img_80,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_3,Defective: defective_12
2025-11-20T13:19:18.293890,0.1,1.0,True,img_81,img_81,Nominal,Nominal,1,0.507,0.493,Nominal: nominal_24,Defective: defective_11
2025-11-20T13:19:18.293890,0.1,1.0,True,img_82,img_82,Nominal,Nominal,1,0.512,0.488,Nominal: nominal_14,Defective: defective_8
2025-11-20T13:19:18.293890,0.1,1.0,True,img_83,img_83,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_32,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_84,img_84,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_25,Defective: defective_11
2025-11-20T13:19:18.293890,0.1,1.0,True,img_85,img_85,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_3,Defective: defective_0
2025-11-20T13:19:18.293890,0.1,1.0,True,img_86,img_86,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_46,Defective: defective_29
2025-11-20T13:19:18.293890,0.1,1.0,True,img_87,img_87,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_27,Defective: defective_26
2025-11-20T13:19:18.293890,0.1,1.0,True,img_88,img_88,Nominal,Nominal,1,0.514,0.486,Nominal: nominal_8,Defective: defective_36
2025-11-20T13:19:18.293890,0.1,1.0,True,img_89,img_89,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_24,Defective: defective_11
2025-11-20T13:19:18.293890,0.1,1.0,True,img_90,img_90,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_7,Defective: defective_43
2025-11-20T13:19:18.293890,0.1,1.0,True,img_91,img_91,Defective,Defective,1,0.493,0.507,Nominal: nominal_21,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_92,img_92,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_15,Defective: defective_19
2025-11-20T13:19:18.293890,0.1,1.0,True,img_93,img_93,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_45,Defective: defective_2
2025-11-20T13:19:18.293890,0.1,1.0,True,img_94,img_94,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_44,Defective: defective_11
2025-11-20T13:19:18.293890,0.1,1.0,True,img_95,img_95,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_39,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_96,img_96,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_32,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_97,img_97,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_6,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_98,img_98,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_28,Defective: defective_46
2025-11-20T13:19:18.293890,0.1,1.0,True,img_99,img_99,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_5,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_100,img_100,Nominal,Nominal,1,0.504,0.496,Nominal: nominal_44,Defective: defective_6
2025-11-20T13:19:18.293890,0.1,1.0,True,img_101,img_101,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_3,Defective: defective_0
2025-11-20T13:19:18.293890,0.1,1.0,True,img_102,img_102,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_22,Defective: defective_32
2025-11-20T13:19:18.293890,0.1,1.0,True,img_103,img_103,Defective,Defective,1,0.493,0.507,Nominal: nominal_31,Defective: defective_18
2025-11-20T13:19:18.293890,0.1,1.0,True,img_104,img_104,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_40,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_105,img_105,Defective,Defective,1,0.49,0.51,Nominal: nominal_15,Defective: defective_24
2025-11-20T13:19:18.293890,0.1,1.0,True,img_106,img_106,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.293890,0.1,1.0,True,img_107,img_107,Defective,Defective,1,0.492,0.508,Nominal: nominal_3,Defective: defective_7
2025-11-20T13:19:18.293890,0.1,1.0,True,img_108,img_108,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_37,Defective: defective_20
2025-11-20T13:19:18.293890,0.1,1.0,True,img_109,img_109,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_13,Defective: defective_15
2025-11-20T13:19:18.293890,0.1,1.0,True,img_110,img_110,Defective,Nominal|Defective,2,0.496,0.504,Nominal: nominal_40,Defective: defective_48
2025-11-20T13:19:18.293890,0.1,1.0,True,img_111,img_111,Defective,Defective,1,0.495,0.505,Nominal: nominal_21,Defective: defective_18
2025-11-20T13:19:18.293890,0.1,1.0,True,img_112,img_112,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_28,Defective: defective_32
2025-11-20T13:19:18.309596,0.1,1.0,True,img_113,img_113,Nominal,Nominal,1,0.516,0.484,Nominal: nominal_13,Defective: defective_21
2025-11-20T13:19:18.309596,0.1,1.0,True,img_114,img_114,Nominal,Nominal,1,0.508,0.492,Nominal: nominal_21,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_115,img_115,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_35,Defective: defective_33
2025-11-20T13:19:18.309596,0.1,1.0,True,img_116,img_116,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_10,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_117,img_117,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_28,Defective: defective_37
2025-11-20T13:19:18.309596,0.1,1.0,True,img_118,img_118,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_7,Defective: defective_43
2025-11-20T13:19:18.309596,0.1,1.0,True,img_119,img_119,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_21,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_120,img_120,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_10,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_121,img_121,Defective,Defective,1,0.494,0.506,Nominal: nominal_3,Defective: defective_24
2025-11-20T13:19:18.309596,0.1,1.0,True,img_122,img_122,Defective,Defective,1,0.492,0.508,Nominal: nominal_10,Defective: defective_9
2025-11-20T13:19:18.309596,0.1,1.0,True,img_123,img_123,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_21,Defective: defective_8
2025-11-20T13:19:18.309596,0.1,1.0,True,img_124,img_124,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_37,Defective: defective_43
2025-11-20T13:19:18.309596,0.1,1.0,True,img_125,img_125,Nominal,Nominal,1,0.504,0.496,Nominal: nominal_45,Defective: defective_10
2025-11-20T13:19:18.309596,0.1,1.0,True,img_126,img_126,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_39,Defective: defective_8
2025-11-20T13:19:18.309596,0.1,1.0,True,img_127,img_127,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_0,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_128,img_128,Defective,Defective,1,0.493,0.507,Nominal: nominal_48,Defective: defective_11
2025-11-20T13:19:18.309596,0.1,1.0,True,img_129,img_129,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_8,Defective: defective_37
2025-11-20T13:19:18.309596,0.1,1.0,True,img_130,img_130,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_27,Defective: defective_26
2025-11-20T13:19:18.309596,0.1,1.0,True,img_131,img_131,Defective,Defective,1,0.493,0.507,Nominal: nominal_29,Defective: defective_1
2025-11-20T13:19:18.309596,0.1,1.0,True,img_132,img_132,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_13,Defective: defective_35
2025-11-20T13:19:18.309596,0.1,1.0,True,img_133,img_133,Defective,Defective,1,0.495,0.505,Nominal: nominal_39,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_134,img_134,Nominal,Nominal|Defective,2,0.504,0.496,Nominal: nominal_33,Defective: defective_9
2025-11-20T13:19:18.309596,0.1,1.0,True,img_135,img_135,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_23,Defective: defective_47
2025-11-20T13:19:18.309596,0.1,1.0,True,img_136,img_136,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_3,Defective: defective_12
2025-11-20T13:19:18.309596,0.1,1.0,True,img_137,img_137,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_37,Defective: defective_44
2025-11-20T13:19:18.309596,0.1,1.0,True,img_138,img_138,Defective,Defective,1,0.494,0.506,Nominal: nominal_16,Defective: defective_29
2025-11-20T13:19:18.309596,0.1,1.0,True,img_139,img_139,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_41,Defective: defective_44
2025-11-20T13:19:18.309596,0.1,1.0,True,img_140,img_140,Defective,Defective,1,0.492,0.508,Nominal: nominal_31,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_141,img_141,Defective,Nominal|Defective,2,0.496,0.504,Nominal: nominal_10,Defective: defective_17
2025-11-20T13:19:18.309596,0.1,1.0,True,img_142,img_142,Defective,Defective,1,0.494,0.506,Nominal: nominal_39,Defective: defective_23
2025-11-20T13:19:18.309596,0.1,1.0,True,img_143,img_143,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_31,Defective: defective_9
2025-11-20T13:19:18.309596,0.1,1.0,True,img_144,img_144,Defective,Defective,1,0.494,0.506,Nominal: nominal_5,Defective: defective_48
2025-11-20T13:19:18.309596,0.1,1.0,True,img_145,img_145,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_20,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_146,img_146,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_37,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_147,img_147,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_37,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_148,img_148,Defective,Defective,1,0.484,0.516,Nominal: nominal_3,Defective: defective_7
2025-11-20T13:19:18.309596,0.1,1.0,True,img_149,img_149,Defective,Defective,1,0.494,0.506,Nominal: nominal_3,Defective: defective_3
2025-11-20T13:19:18.309596,0.1,1.0,True,img_150,img_150,Defective,Defective,1,0.494,0.506,Nominal: nominal_41,Defective: defective_9
2025-11-20T13:19:18.309596,0.1,1.0,True,img_151,img_151,Defective,Defective,1,0.495,0.505,Nominal: nominal_49,Defective: defective_31
2025-11-20T13:19:18.309596,0.1,1.0,True,img_152,img_152,Defective,Defective,1,0.496,0.504,Nominal: nominal_27,Defective: defective_26
2025-11-20T13:19:18.309596,0.1,1.0,True,img_153,img_153,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_27,Defective: defective_26
2025-11-20T13:19:18.309596,0.1,1.0,True,img_154,img_154,Defective,Defective,1,0.495,0.505,Nominal: nominal_49,Defective: defective_38
2025-11-20T13:19:18.309596,0.1,1.0,True,img_155,img_155,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_31,Defective: defective_27
2025-11-20T13:19:18.309596,0.1,1.0,True,img_156,img_156,Defective,Defective,1,0.491,0.509,Nominal: nominal_42,Defective: defective_38
2025-11-20T13:19:18.309596,0.1,1.0,True,img_157,img_157,Defective,Defective,1,0.492,0.508,Nominal: nominal_25,Defective: defective_11
2025-11-20T13:19:18.309596,0.1,1.0,True,img_158,img_158,Defective,Defective,1,0.494,0.506,Nominal: nominal_25,Defective: defective_19
2025-11-20T13:19:18.309596,0.1,1.0,True,img_159,img_159,Defective,Defective,1,0.486,0.514,Nominal: nominal_49,Defective: defective_38
2025-11-20T13:19:18.309596,0.1,1.0,True,img_160,img_160,Nominal,Nominal,1,0.509,0.491,Nominal: nominal_0,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_161,img_161,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_45,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_162,img_162,Defective,Defective,1,0.495,0.505,Nominal: nominal_3,Defective: defective_42
2025-11-20T13:19:18.309596,0.1,1.0,True,img_163,img_163,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_22,Defective: defective_37
2025-11-20T13:19:18.309596,0.1,1.0,True,img_164,img_164,Defective,Defective,1,0.494,0.506,Nominal: nominal_31,Defective: defective_27
2025-11-20T13:19:18.309596,0.1,1.0,True,img_165,img_165,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_31,Defective: defective_39
2025-11-20T13:19:18.309596,0.1,1.0,True,img_166,img_166,Defective,Defective,1,0.493,0.507,Nominal: nominal_42,Defective: defective_39
2025-11-20T13:19:18.309596,0.1,1.0,True,img_167,img_167,Nominal,Nominal|Defective,2,0.503,0.497,Nominal: nominal_8,Defective: defective_10
2025-11-20T13:19:18.309596,0.1,1.0,True,img_168,img_168,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_49,Defective: defective_32
2025-11-20T13:19:18.309596,0.1,1.0,True,img_169,img_169,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_9,Defective: defective_11
2025-11-20T13:19:18.309596,0.1,1.0,True,img_170,img_170,Defective,Defective,1,0.495,0.505,Nominal: nominal_37,Defective: defective_2
2025-11-20T13:19:18.309596,0.1,1.0,True,img_171,img_171,Nominal,Nominal,1,0.506,0.494,Nominal: nominal_14,Defective: defective_37
2025-11-20T13:19:18.309596,0.1,1.0,True,img_172,img_172,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_37,Defective: defective_32
2025-11-20T13:19:18.309596,0.1,1.0,True,img_173,img_173,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_21,Defective: defective_18
2025-11-20T13:19:18.309596,0.1,1.0,True,img_174,img_174,Defective,Defective,1,0.494,0.506,Nominal: nominal_42,Defective: defective_38
2025-11-20T13:19:18.309596,0.1,1.0,True,img_175,img_175,Defective,Nominal|Defective,2,0.499,0.501,Nominal: nominal_31,Defective: defective_27
2025-11-20T13:19:18.309596,0.1,1.0,True,img_176,img_176,Defective,Defective,1,0.496,0.504,Nominal: nominal_9,Defective: defective_11
2025-11-20T13:19:18.309596,0.1,1.0,True,img_177,img_177,Defective,Defective,1,0.493,0.507,Nominal: nominal_39,Defective: defective_13
2025-11-20T13:19:18.309596,0.1,1.0,True,img_178,img_178,Defective,Defective,1,0.492,0.508,Nominal: nominal_40,Defective: defective_48
2025-11-20T13:19:18.309596,0.1,1.0,True,img_179,img_179,Defective,Defective,1,0.492,0.508,Nominal: nominal_40,Defective: defective_13
2025-11-20T13:19:18.309596,0.1,1.0,True,img_180,img_180,Nominal,Nominal|Defective,2,0.502,0.498,Nominal: nominal_41,Defective: defective_31
2025-11-20T13:19:18.309596,0.1,1.0,True,img_181,img_181,Defective,Defective,1,0.495,0.505,Nominal: nominal_49,Defective: defective_5
2025-11-20T13:19:18.309596,0.1,1.0,True,img_182,img_182,Defective,Nominal|Defective,2,0.498,0.502,Nominal: nominal_28,Defective: defective_27
